@Version:0.9.1
@SampleID:gsa

@@SEQUENCEID	BINID	TAXID
RM2|P|C4033	1139_AF	85413
RM2|P|C27103	1139_AF	85413
RM2|P|C58526	1139_AF	85413
RM2|P|C62200	1139_AF	85413
RM2|P|C32468	1139_AF	85413
RM2|P|C18731	1139_AF	85413
RM2|P|C12811	1139_AF	85413
RM2|P|C8773	1139_AF	85413
RM2|P|C61771	1139_AF	85413
RM2|P|C36452	1139_AF	85413
RM2|P|C31493	1139_AF	85413
RM2|P|C37671	1139_AF	85413
RM2|P|C39109	1139_AF	85413
RM2|P|C7222	1139_AF	85413
RM2|P|C55531	1139_AF	85413
RM2|P|C51301	1139_AF	85413
RM2|P|C15003	1139_AF	85413
RM2|P|C5079	1139_AF	85413
RM2|P|C45933	1139_AF	85413
RM2|P|C25697	1139_AF	85413
RM2|P|C53007	1139_AF	85413
RM2|P|C8455	1139_AF	85413
RM2|P|C10336	1139_AF	85413
RM2|P|C60871	1139_AF	85413
RM2|P|C40853	1139_AF	85413
RM2|P|C62938	1139_AF	85413
RM2|P|C44453	1139_AF	85413
RM2|P|C34114	1139_AF	85413
RM2|P|C40891	1139_AF	85413
RM2|P|C53643	1139_AF	85413
RM2|P|C31988	1139_AF	85413
RM2|P|C17202	1139_AF	85413
RM2|P|C50737	1139_AF	85413
RM2|P|C55794	1139_AF	85413
RM2|P|C54703	1139_AF	85413
RM2|P|C13699	1139_AF	85413
RM2|P|C49912	1139_AF	85413
RM2|P|C49095	1139_AF	85413
RM2|P|C9429	1139_AF	85413
RM2|P|C36696	1139_AF	85413
RM2|P|C7784	1139_AF	85413
RM2|P|C3603	1139_AF	85413
RM2|P|C3801	1139_AF	85413
RM2|P|C22986	1139_AF	85413
RM2|P|C6271	1139_AF	85413
RM2|P|C3010	1139_AF	85413
RM2|P|C10357	1139_AF	85413
RM2|P|C12267	1139_AF	85413
RM2|P|C61711	1139_AF	85413
RM2|P|C8599	1139_AF	85413
RM2|P|C61903	1139_AF	85413
RM2|P|C36306	1139_AF	85413
RM2|P|C58588	1139_AF	85413
RM2|P|C37710	1139_AF	85413
RM2|P|C46129	1139_AF	85413
RM2|P|C57468	1139_AF	85413
RM2|P|C18261	1139_AF	85413
RM2|P|C62804	1139_AF	85413
RM2|P|C40121	1139_AF	85413
RM2|P|C28898	1139_AF	85413
RM2|P|C11088	1139_AF	85413
RM2|P|C48252	1139_AF	85413
RM2|P|C40264	1139_AF	85413
RM2|P|C56074	1139_AF	85413
RM2|P|C57338	1139_AF	85413
RM2|P|C6696	1139_AF	85413
RM2|P|C14593	1139_AF	85413
RM2|P|C2583	1139_AF	85413
RM2|P|C18910	1139_AF	85413
RM2|P|C38969	1139_AF	85413
RM2|P|C44315	1139_AF	85413
RM2|P|C42301	1139_AF	85413
RM2|P|C55481	1139_AF	85413
RM2|P|C17386	1139_AF	85413
RM2|P|C4856	1139_AF	85413
RM2|P|C42143	1139_AF	85413
RM2|P|C37235	1139_AF	85413
RM2|P|C55685	1139_AF	85413
RM2|P|C44399	1139_AF	85413
RM2|P|C62312	1139_AF	85413
RM2|P|C37296	1139_AF	85413
RM2|P|C34300	1139_AF	85413
RM2|P|C44518	1139_AF	85413
RM2|P|C6684	1139_AF	85413
RM2|P|C53231	1139_AF	85413
RM2|P|C56632	1139_AF	85413
RM2|P|C46541	1139_AF	85413
RM2|P|C34178	1139_AF	85413
RM2|P|C19863	1139_AF	85413
RM2|P|C29392	1139_AF	85413
RM2|P|C43419	1139_AF	85413
RM2|P|C47009	1139_AF	85413
RM2|P|C60115	1139_AF	85413
RM2|P|C42795	1139_AF	85413
RM2|P|C7818	1139_AF	85413
RM2|P|C6799	1139_AF	85413
RM2|P|C43927	1139_AF	85413
RM2|P|C49585	1139_AF	85413
RM2|P|C33150	1139_AF	85413
RM2|P|C2592	1139_AF	85413
RM2|P|C6932	1139_AF	85413
RM2|P|C33694	1139_AF	85413
RM2|P|C9944	1139_AF	85413
RM2|P|C48509	1139_AF	85413
RM2|P|C32748	1139_AF	85413
RM2|P|C21712	1139_AF	85413
RM2|P|C50208	1139_AF	85413
RM2|P|C51494	1139_AF	85413
RM2|P|C17742	1139_AF	85413
RM2|P|C19020	1139_AF	85413
RM2|P|C3771	1139_AF	85413
RM2|P|C44542	1139_AF	85413
RM2|P|C36662	1139_AF	85413
RM2|P|C45043	1139_AF	85413
RM2|P|C28587	1139_AF	85413
RM2|P|C2692	1139_AF	85413
RM2|P|C49475	1139_AF	85413
RM2|P|C19374	1139_AF	85413
RM2|P|C2668	1139_AF	85413
RM2|P|C1795	1139_AF	85413
RM2|P|C49391	1139_AF	85413
RM2|P|C60614	1139_AF	85413
RM2|P|C37803	1139_AF	85413
RM2|P|C2639	1139_AF	85413
RM2|P|C9796	1139_AF	85413
RM2|P|C25627	1139_AF	85413
RM2|P|C41030	1139_AF	85413
RM2|P|C15727	1139_AF	85413
RM2|P|C1136	1139_AF	85413
RM2|P|C58469	1139_AF	85413
RM2|P|C42483	1139_AF	85413
RM2|P|C11355	1139_AF	85413
RM2|P|C13135	1139_AF	85413
RM2|P|C5768	1139_AF	85413
RM2|P|C32401	1139_AF	85413
RM2|P|C43893	1139_AF	85413
RM2|P|C35796	1139_AF	85413
RM2|P|C56947	1139_AF	85413
RM2|P|C32696	1139_AF	85413
RM2|P|C47948	1139_AF	85413
RM2|P|C58427	1139_AF	85413
RM2|P|C9276	1139_AF	85413
RM2|P|C39364	1139_AF	85413
RM2|P|C42185	1139_AF	85413
RM2|P|C15595	1139_AF	85413
RM2|P|C12794	1139_AF	85413
RM2|P|C56863	1139_AF	85413
RM2|P|C33212	1139_AF	85413
RM2|P|C40619	1139_AF	85413
RM2|P|C19033	1139_AF	85413
RM2|P|C5090	1139_AF	85413
RM2|P|C2304	1139_AF	85413
RM2|P|C8046	1139_AF	85413
RM2|P|C24167	1139_AF	85413
RM2|P|C44698	1139_AF	85413
RM2|P|C8638	1139_AF	85413
RM2|P|C63255	1139_AF	85413
RM2|P|C31720	1139_AF	85413
RM2|P|C56293	1139_AF	85413
RM2|P|C19351	1139_AF	85413
RM2|P|C14345	1139_AF	85413
RM2|P|C45458	1139_AF	85413
RM2|P|C15901	1139_AF	85413
RM2|P|C25590	1139_AF	85413
RM2|P|C38929	1139_AF	85413
RM2|P|C6846	1139_AF	85413
RM2|P|C25861	1139_AF	85413
RM2|P|C48628	1139_AF	85413
RM2|P|C17162	1139_AF	85413
RM2|P|C41933	1139_AF	85413
RM2|P|C18620	1139_AF	85413
RM2|P|C26566	1139_AF	85413
RM2|P|C44691	1139_AF	85413
RM2|P|C53944	1139_AF	85413
RM2|P|C44924	1139_AF	85413
RM2|P|C11678	1139_AF	85413
RM2|P|C42741	1139_AF	85413
RM2|P|C1955	1139_AF	85413
RM2|P|C27929	1139_AF	85413
RM2|P|C39259	1139_AF	85413
RM2|P|C30557	1139_AF	85413
RM2|P|C5607	1139_AF	85413
RM2|P|C36528	1139_AF	85413
RM2|P|C38953	1139_AF	85413
RM2|P|C23399	1139_AF	85413
RM2|P|C17998	1139_AF	85413
RM2|P|C55470	1139_AF	85413
RM2|P|C13336	1139_AF	85413
RM2|P|C29525	1139_AF	85413
RM2|P|C9647	1139_AF	85413
RM2|P|C54977	1139_AF	85413
RM2|P|C60046	1139_AF	85413
RM2|P|C53063	1139_AF	85413
RM2|P|C51874	1139_AF	85413
RM2|P|C53738	1139_AF	85413
RM2|P|C15937	1139_AF	85413
RM2|P|C62646	1139_AF	85413
RM2|P|C56916	1139_AF	85413
RM2|P|C7542	1139_AF	85413
RM2|P|C55405	1139_AF	85413
RM2|P|C28403	1139_AF	85413
RM2|P|C31424	1139_AF	85413
RM2|P|C24363	1139_AF	85413
RM2|P|C10641	1139_AF	85413
RM2|P|C57050	1139_AF	85413
RM2|P|C305	1139_AF	85413
RM2|P|C30593	1139_AF	85413
RM2|P|C31339	1139_AF	85413
RM2|P|C1401	1139_AF	85413
RM2|P|C17859	1139_AF	85413
RM2|P|C11682	1139_AF	85413
RM2|P|C39870	1139_AF	85413
RM2|P|C25185	1139_AF	85413
RM2|P|C18950	1139_AF	85413
RM2|P|C50827	1139_AF	85413
RM2|P|C35594	1139_AF	85413
RM2|P|C47020	1139_AF	85413
RM2|P|C14247	1139_AF	85413
RM2|P|C1898	1139_AF	85413
RM2|P|C8077	1139_AF	85413
RM2|P|C33314	1139_AF	85413
RM2|P|C52149	1139_AF	85413
RM2|P|C53150	1139_AF	85413
RM2|P|C6079	1139_AF	85413
RM2|P|C43631	1139_AF	85413
RM2|P|C5766	1139_AF	85413
RM2|P|C11447	1139_AF	85413
RM2|P|C40774	1139_AF	85413
RM2|P|C17362	1139_AF	85413
RM2|P|C43609	1139_AF	85413
RM2|P|C53785	1139_AF	85413
RM2|P|C53589	1139_AF	85413
RM2|P|C41113	1139_AF	85413
RM2|P|C36270	1139_AF	85413
RM2|P|C53976	1139_AF	85413
RM2|P|C19492	1139_AF	85413
RM2|P|C7422	1139_AF	85413
RM2|P|C59728	1139_AF	85413
RM2|P|C34429	1139_AF	85413
RM2|P|C36845	1139_AF	85413
RM2|P|C62103	1139_AF	85413
RM2|P|C58813	1139_AF	85413
RM2|P|C18899	1139_AF	85413
RM2|P|C22790	1139_AF	85413
RM2|P|C61481	1139_AF	85413
RM2|P|C10152	1139_AF	85413
RM2|P|C19328	1139_AF	85413
RM2|P|C4131	1139_AF	85413
RM2|P|C15380	1139_AF	85413
RM2|P|C5050	1139_AF	85413
RM2|P|C50857	1139_AF	85413
RM2|P|C14495	1139_AF	85413
RM2|P|C26712	1139_AF	85413
RM2|P|C23501	1139_AF	85413
RM2|P|C15762	1139_AF	85413
RM2|P|C33384	1139_AF	85413
RM2|P|C63429	1139_AF	85413
RM2|P|C42759	1139_AF	85413
RM2|P|C58940	1139_AF	85413
RM2|P|C11247	1139_AF	85413
RM2|P|C19281	1139_AF	85413
RM2|P|C49445	1139_AF	85413
RM2|P|C52404	1139_AF	85413
RM2|P|C60936	1139_AF	85413
RM2|P|C49705	1139_AF	85413
RM2|P|C30229	1139_AF	85413
RM2|P|C41949	1139_AF	85413
RM2|P|C57553	1139_AF	85413
RM2|P|C5390	1139_AF	85413
RM2|P|C17314	1139_AF	85413
RM2|P|C8486	1139_AF	85413
RM2|P|C10776	1139_AF	85413
RM2|P|C11656	1139_AF	85413
RM2|P|C3343	1139_AF	85413
RM2|P|C59788	1139_AF	85413
RM2|P|C53100	1139_AF	85413
RM2|P|C44107	1139_AF	85413
RM2|P|C10935	1139_AF	85413
RM2|P|C45749	1139_AF	85413
RM2|P|C39063	1139_AF	85413
RM2|P|C22004	1139_AF	85413
RM2|P|C52433	1139_AF	85413
RM2|P|C55983	1139_AF	85413
RM2|P|C397	1139_AF	85413
RM2|P|C12563	1139_AF	85413
RM2|P|C17661	1139_AF	85413
RM2|P|C20194	1139_AF	85413
RM2|P|C14020	1139_AF	85413
RM2|P|C47037	1139_AF	85413
RM2|P|C18613	1139_AF	85413
RM2|P|C23079	1139_AF	85413
RM2|P|C37544	1139_AF	85413
RM2|P|C57080	1139_AF	85413
RM2|P|C53655	1139_AF	85413
RM2|P|C62728	1139_AF	85413
RM2|P|C43032	1139_AF	85413
RM2|P|C38155	1139_AF	85413
RM2|P|C19631	1139_AF	85413
RM2|P|C58109	1139_AF	85413
RM2|P|C6821	1139_AF	85413
RM2|P|C62245	1139_AF	85413
RM2|P|C16357	1139_AF	85413
RM2|P|C8420	1139_AF	85413
RM2|P|C34052	1139_AF	85413
RM2|P|C9875	1139_AF	85413
RM2|P|C46010	1139_AF	85413
RM2|P|C25424	1139_AF	85413
RM2|P|C4189	1139_AF	85413
RM2|P|C12669	1139_AF	85413
RM2|P|C5585	1139_AF	85413
RM2|P|C14482	1139_AF	85413
RM2|P|C53115	1139_AF	85413
RM2|P|C18314	1139_AF	85413
RM2|P|C40701	1139_AF	85413
RM2|P|C27866	1139_AF	85413
RM2|P|C17884	1139_AF	85413
RM2|P|C18621	1139_AF	85413
RM2|P|C48995	1139_AF	85413
RM2|P|C12695	1139_AF	85413
RM2|P|C18752	1139_AF	85413
RM2|P|C62336	1139_AF	85413
RM2|P|C59165	1139_AF	85413
RM2|P|C39579	1139_AF	85413
RM2|P|C57162	1139_AF	85413
RM2|P|C37890	1139_AF	85413
RM2|P|C32794	1139_AF	85413
RM2|P|C17674	1139_AF	85413
RM2|P|C40135	1139_AF	85413
RM2|P|C57085	1139_AF	85413
RM2|P|C58600	1139_AF	85413
RM2|P|C60489	1139_AF	85413
RM2|P|C12096	1139_AF	85413
RM2|P|C51861	1139_AF	85413
RM2|P|C19355	1139_AF	85413
RM2|P|C30865	1139_AF	85413
RM2|P|C32594	1139_AF	85413
RM2|P|C57105	1139_AF	85413
RM2|P|C48273	1139_AF	85413
RM2|P|C26332	1139_AF	85413
RM2|P|C39091	1139_AF	85413
RM2|P|C62833	1139_AF	85413
RM2|P|C35968	1139_AF	85413
RM2|P|C54074	1139_AF	85413
RM2|P|C5697	1139_AF	85413
RM2|P|C966	1139_AF	85413
RM2|P|C4364	1139_AF	85413
RM2|P|C33359	1139_AF	85413
RM2|P|C34362	1139_AF	85413
RM2|P|C55437	1139_AF	85413
RM2|P|C53596	1139_AF	85413
RM2|P|C24557	1139_AF	85413
RM2|P|C20177	1139_AF	85413
RM2|P|C49737	1139_AF	85413
RM2|P|C5397	1139_AF	85413
RM2|P|C224	1139_AF	85413
RM2|P|C45549	1139_AF	85413
RM2|P|C61838	1139_AF	85413
RM2|P|C59040	1139_AF	85413
RM2|P|C44819	1139_AF	85413
RM2|P|C49094	1139_AF	85413
RM2|P|C58990	1139_AF	85413
RM2|P|C21609	1139_AF	85413
RM2|P|C34836	1139_AF	85413
RM2|P|C9873	1139_AF	85413
RM2|P|C55482	1139_AF	85413
RM2|P|C1398	1139_AF	85413
RM2|P|C45932	1139_AF	85413
RM2|P|C598	1139_AF	85413
RM2|P|C17155	1139_AF	85413
RM2|P|C24593	1139_AF	85413
RM2|P|C39601	1139_AF	85413
RM2|P|C39435	1139_AF	85413
RM2|P|C36219	1139_AF	85413
RM2|P|C61608	1139_AF	85413
RM2|P|C8280	1139_AF	85413
RM2|P|C8957	1139_AF	85413
RM2|P|C13214	1139_AF	85413
RM2|P|C16265	1139_AF	85413
RM2|P|C30199	1139_AF	85413
RM2|P|C5187	1139_AF	85413
RM2|P|C30157	1139_AF	85413
RM2|P|C28881	1139_AF	85413
RM2|P|C5066	1139_AF	85413
RM2|P|C51984	1139_AF	85413
RM2|P|C2848	1139_AF	85413
RM2|P|C17128	1139_AF	85413
RM2|P|C40209	1139_AF	85413
RM2|P|C8013	1139_AF	85413
RM2|P|C45676	1139_AF	85413
RM2|P|C22297	1139_AF	85413
RM2|P|C37278	1139_AF	85413
RM2|P|C12637	1139_AF	85413
RM2|P|C34793	1139_AF	85413
RM2|P|C56262	1139_AF	85413
RM2|P|C38819	1139_AF	85413
RM2|P|C59415	1139_AF	85413
RM2|P|C55122	1139_AF	85413
RM2|P|C47663	1139_AF	85413
RM2|P|C45394	1139_AF	85413
RM2|P|C22388	1139_AF	85413
RM2|P|C29646	1139_AF	85413
RM2|P|C62474	1139_AF	85413
RM2|P|C22920	1139_AF	85413
RM2|P|C21263	1139_AF	85413
RM2|P|C28650	1139_AF	85413
RM2|P|C30674	1139_AF	85413
RM2|P|C11211	1139_AF	85413
RM2|P|C63394	1139_AF	85413
RM2|P|C56378	1139_AF	85413
RM2|P|C57152	1139_AF	85413
RM2|P|C60511	1139_AF	85413
RM2|P|C22296	1139_AF	85413
RM2|P|C13509	1139_AF	85413
RM2|P|C20472	1139_AF	85413
RM2|P|C11259	1139_AF	85413
RM2|P|C61524	1139_AF	85413
RM2|P|C1414	1139_AF	85413
RM2|P|C50911	1139_AF	85413
RM2|P|C25574	1139_AF	85413
RM2|P|C1557	1139_AF	85413
RM2|P|C11416	1139_AF	85413
RM2|P|C38573	1139_AF	85413
RM2|P|C30966	1139_AF	85413
RM2|P|C30501	1139_AF	85413
RM2|P|C52512	1139_AF	85413
RM2|P|C38087	1139_AF	85413
RM2|P|C44427	1139_AF	85413
RM2|P|C26880	1139_AF	85413
RM2|P|C61259	1139_AF	85413
RM2|P|C1870	1139_AF	85413
RM2|P|C13538	1139_AF	85413
RM2|P|C57140	1139_AF	85413
RM2|P|C3691	1139_AF	85413
RM2|P|C57634	1139_AF	85413
RM2|P|C24224	1139_AF	85413
RM2|P|C14149	1139_AF	85413
RM2|P|C34849	1139_AF	85413
RM2|P|C13912	1139_AF	85413
RM2|P|C6292	1139_AF	85413
RM2|P|C19231	1139_AF	85413
RM2|P|C37626	1139_AF	85413
RM2|P|C5387	1139_AF	85413
RM2|P|C24104	1139_AF	85413
RM2|P|C60770	1139_AF	85413
RM2|P|C1837	1139_AF	85413
RM2|P|C56083	1139_AF	85413
RM2|P|C56927	1139_AF	85413
RM2|P|C51902	1139_AF	85413
RM2|P|C42002	1139_AF	85413
RM2|P|C57331	1139_AF	85413
RM2|P|C41989	1139_AF	85413
RM2|P|C25957	1139_AF	85413
RM2|P|C21420	1139_AF	85413
RM2|P|C267	1139_AF	85413
RM2|P|C59158	1139_AF	85413
RM2|P|C32345	1139_AF	85413
RM2|P|C4361	1139_AF	85413
RM2|P|C5180	1139_AF	85413
RM2|P|C33398	1139_AF	85413
RM2|P|C40104	1139_AF	85413
RM2|P|C7042	1139_AF	85413
RM2|P|C44179	1139_AF	85413
RM2|P|C30725	1139_AF	85413
RM2|P|C32148	1139_AF	85413
RM2|P|C22467	1139_AF	85413
RM2|P|C337	1139_AF	85413
RM2|P|C42008	1139_AF	85413
RM2|P|C35233	1139_AF	85413
RM2|P|C3119	1139_AF	85413
RM2|P|C28449	1139_AF	85413
RM2|P|C1953	1139_AF	85413
RM2|P|C41701	1139_AF	85413
RM2|P|C5188	1139_AF	85413
RM2|P|C742	1139_AF	85413
RM2|P|C14934	1139_AF	85413
RM2|P|C11379	1139_AF	85413
RM2|P|C352	1139_AF	85413
RM2|P|C57965	1139_AF	85413
RM2|P|C11468	1139_AF	85413
RM2|P|C37028	1139_AF	85413
RM2|P|C60885	1139_AF	85413
RM2|P|C5162	1139_AF	85413
RM2|P|C14186	1139_AF	85413
RM2|P|C11778	1139_AF	85413
RM2|P|C56345	1139_AF	85413
RM2|P|C15413	1139_AF	85413
RM2|P|C48195	1139_AF	85413
RM2|P|C32055	1139_AF	85413
RM2|P|C3401	1139_AF	85413
RM2|P|C19287	1139_AF	85413
RM2|P|C16310	1139_AF	85413
RM2|P|C42873	1139_AF	85413
RM2|P|C17147	1139_AF	85413
RM2|P|C49587	1139_AF	85413
RM2|P|C34803	1139_AF	85413
RM2|P|C6925	1139_AF	85413
RM2|P|C54254	1139_AF	85413
RM2|P|C30256	1139_AF	85413
RM2|P|C15005	1139_AF	85413
RM2|P|C53204	1139_AF	85413
RM2|P|C48348	1139_AF	85413
RM2|P|C48433	1139_AF	85413
RM2|P|C35143	1139_AF	85413
RM2|P|C19297	1139_AF	85413
RM2|P|C32625	1139_AF	85413
RM2|P|C45599	1139_AF	85413
RM2|P|C28829	1139_AF	85413
RM2|P|C1688	1139_AF	85413
RM2|P|C53489	1139_AF	85413
RM2|P|C29484	1139_AF	85413
RM2|P|C25937	1139_AF	85413
RM2|P|C12390	1139_AF	85413
RM2|P|C6457	1139_AF	85413
RM2|P|C36464	1139_AF	85413
RM2|P|C6440	1139_AF	85413
RM2|P|C49905	1139_AF	85413
RM2|P|C29433	1139_AF	85413
RM2|P|C53458	1139_AF	85413
RM2|P|C29587	1139_AF	85413
RM2|P|C8395	1139_AF	85413
RM2|P|C44700	1139_AF	85413
RM2|P|C58467	1139_AF	85413
RM2|P|C55285	1139_AF	85413
RM2|P|C41314	1139_AF	85413
RM2|P|C20107	1139_AF	85413
RM2|P|C21174	1139_AF	85413
RM2|P|C19042	1139_AF	85413
RM2|P|C8117	1139_AF	85413
RM2|P|C18236	1139_AF	85413
RM2|P|C55387	1139_AF	85413
RM2|P|C14805	1139_AF	85413
RM2|P|C36619	1139_AF	85413
RM2|P|C32680	1139_AF	85413
RM2|P|C22067	1139_AF	85413
RM2|P|C20087	1139_AF	85413
RM2|P|C14056	1139_AF	85413
RM2|P|C31704	1139_AF	85413
RM2|P|C27474	1139_AF	85413
RM2|P|C16396	1139_AF	85413
RM2|P|C14350	1139_AF	85413
RM2|P|C33022	1139_AF	85413
RM2|P|C29374	1139_AF	85413
RM2|P|C53309	1139_AF	85413
RM2|P|C16500	1139_AF	85413
RM2|P|C47974	1139_AF	85413
RM2|P|C4290	1139_AF	85413
RM2|P|C21371	1139_AF	85413
RM2|P|C25039	1139_AF	85413
RM2|P|C2348	1139_AF	85413
RM2|P|C32379	1139_AF	85413
RM2|P|C25986	1139_AF	85413
RM2|P|C21539	1139_AF	85413
RM2|P|C7038	1139_AF	85413
RM2|P|C63408	1139_AF	85413
RM2|P|C14534	1139_AF	85413
RM2|P|C46363	1139_AF	85413
RM2|P|C26979	1139_AF	85413
RM2|P|C61353	1139_AF	85413
RM2|P|C20198	1139_AF	85413
RM2|P|C14602	1139_AF	85413
RM2|P|C54284	1139_AF	85413
RM2|P|C15736	1139_AF	85413
RM2|P|C17493	1139_AF	85413
RM2|P|C16673	1139_AF	85413
RM2|P|C38625	1139_AF	85413
RM2|P|C45716	1139_AF	85413
RM2|P|C41903	1139_AF	85413
RM2|P|C61791	1139_AF	85413
RM2|P|C30172	1139_AF	85413
RM2|P|C45104	1139_AF	85413
RM2|P|C40005	1139_AF	85413
RM2|P|C22422	1139_AF	85413
RM2|P|C6464	1139_AF	85413
RM2|P|C61734	1139_AF	85413
RM2|P|C23396	1139_AF	85413
RM2|P|C48909	1139_AF	85413
RM2|P|C963	1139_AF	85413
RM2|P|C40088	1139_AF	85413
RM2|P|C60909	1139_AF	85413
RM2|P|C58259	1139_AF	85413
RM2|P|C28822	1139_AF	85413
RM2|P|C1805	1139_AF	85413
RM2|P|C45469	1139_AF	85413
RM2|P|C39264	1139_AF	85413
RM2|P|C48174	1139_AF	85413
RM2|P|C12473	1139_AF	85413
RM2|P|C39762	1139_AF	85413
RM2|P|C40994	1139_AF	85413
RM2|P|C13356	1139_AF	85413
RM2|P|C53762	1139_AF	85413
RM2|P|C58127	1139_AF	85413
RM2|P|C34096	1139_AF	85413
RM2|P|C7659	1139_AF	85413
RM2|P|C59111	1139_AF	85413
RM2|P|C21268	1139_AF	85413
RM2|P|C29649	1139_AF	85413
RM2|P|C527	1139_AF	85413
RM2|P|C6780	1139_AF	85413
RM2|P|C54086	1139_AF	85413
RM2|P|C5475	1139_AF	85413
RM2|P|C17427	1139_AF	85413
RM2|P|C25177	1139_AF	85413
RM2|P|C12799	1139_AF	85413
RM2|P|C1704	1139_AF	85413
RM2|P|C10420	1139_AF	85413
RM2|P|C38300	1139_AF	85413
RM2|P|C50695	1139_AF	85413
RM2|P|C51190	1139_AF	85413
RM2|P|C23833	1139_AF	85413
RM2|P|C60102	1139_AF	85413
RM2|P|C39478	1139_AF	85413
RM2|P|C60997	1139_AF	85413
RM2|P|C44343	1139_AF	85413
RM2|P|C4498	1139_AF	85413
RM2|P|C80	1139_AF	85413
RM2|P|C32428	1139_AF	85413
RM2|P|C58386	1139_AF	85413
RM2|P|C10649	1139_AF	85413
RM2|P|C13524	1139_AF	85413
RM2|P|C49082	1139_AF	85413
RM2|P|C21160	1139_AF	85413
RM2|P|C1258	1139_AF	85413
RM2|P|C37592	1139_AF	85413
RM2|P|C26185	1139_AF	85413
RM2|P|C31341	1139_AF	85413
RM2|P|C1171	1139_AF	85413
RM2|P|C55621	1139_AF	85413
RM2|P|C0	1139_AF	85413
RM2|P|C29415	1139_AF	85413
RM2|P|C41407	1139_AF	85413
RM2|P|C27002	1139_AF	85413
RM2|P|C41944	1139_AF	85413
RM2|P|C4898	1139_AF	85413
RM2|P|C58537	1139_AF	85413
RM2|P|C56721	1139_AF	85413
RM2|P|C49346	1139_AF	85413
RM2|P|C29255	1139_AF	85413
RM2|P|C18920	1139_AF	85413
RM2|P|C45284	1139_AF	85413
RM2|P|C38285	1139_AF	85413
RM2|P|C22877	1139_AF	85413
RM2|P|C21113	1139_AF	85413
RM2|P|C3468	1139_AF	85413
RM2|P|C33647	1139_AF	85413
RM2|P|C959	1139_AF	85413
RM2|P|C38635	1139_AF	85413
RM2|P|C21984	1139_AF	85413
RM2|P|C50647	1139_AF	85413
RM2|P|C32495	1139_AF	85413
RM2|P|C10995	1139_AF	85413
RM2|P|C6869	1139_AF	85413
RM2|P|C12819	1139_AF	85413
RM2|P|C61812	1139_AF	85413
RM2|P|C29127	1139_AF	85413
RM2|P|C49277	1139_AF	85413
RM2|P|C26845	1139_AF	85413
RM2|P|C11129	1139_AF	85413
RM2|P|C7322	1139_AF	85413
RM2|P|C8042	1139_AF	85413
RM2|P|C28637	1139_AF	85413
RM2|P|C5641	1139_AF	85413
RM2|P|C3688	1139_AF	85413
RM2|P|C52515	1139_AF	85413
RM2|P|C25854	1139_AF	85413
RM2|P|C40001	1139_AF	85413
RM2|P|C44347	1139_AF	85413
RM2|P|C2711	1139_AF	85413
RM2|P|C334	1139_AF	85413
RM2|P|C59262	1139_AF	85413
RM2|P|C25176	1139_AF	85413
RM2|P|C275	1139_AF	85413
RM2|P|C59554	1139_AF	85413
RM2|P|C58247	1139_AF	85413
RM2|P|C49978	1139_AF	85413
RM2|P|C55619	1139_AF	85413
RM2|P|C28801	1139_AF	85413
RM2|P|C12926	1139_AF	85413
RM2|P|C31419	1139_AF	85413
RM2|P|C29327	1139_AF	85413
RM2|P|C61577	1139_AF	85413
RM2|P|C22340	1139_AF	85413
RM2|P|C17704	1139_AF	85413
RM2|P|C35674	1139_AF	85413
RM2|P|C27919	1139_AF	85413
RM2|P|C35422	1139_AF	85413
RM2|P|C37218	1139_AF	85413
RM2|P|C3239	1139_AF	85413
RM2|P|C50249	1139_AF	85413
RM2|P|C54614	1139_AF	85413
RM2|P|C32318	1139_AF	85413
RM2|P|C36603	1139_AF	85413
RM2|P|C54856	1139_AF	85413
RM2|P|C37618	1139_AF	85413
RM2|P|C45878	1139_AF	85413
RM2|P|C61407	1139_AF	85413
RM2|P|C42974	1139_AF	85413
RM2|P|C45726	1139_AF	85413
RM2|P|C48042	1139_AF	85413
RM2|P|C29593	1139_AF	85413
RM2|P|C33296	1139_AF	85413
RM2|P|C28208	1139_AF	85413
RM2|P|C54835	1139_AF	85413
RM2|P|C47853	1139_AF	85413
RM2|P|C48595	1139_AF	85413
RM2|P|C63384	1139_AF	85413
RM2|P|C44064	1139_AF	85413
RM2|P|C23427	1139_AF	85413
RM2|P|C12249	1139_AF	85413
RM2|P|C33285	1139_AF	85413
RM2|P|C15499	1139_AF	85413
RM2|P|C47359	1139_AF	85413
RM2|P|C31434	1139_AF	85413
RM2|P|C45966	1139_AF	85413
RM2|P|C31323	1139_AF	85413
RM2|P|C49342	1139_AF	85413
RM2|P|C49717	1139_AF	85413
RM2|P|C34038	1139_AF	85413
RM2|P|C14407	1139_AF	85413
RM2|P|C58983	1139_AF	85413
RM2|P|C25518	1139_AF	85413
RM2|P|C41357	1139_AF	85413
RM2|P|C11158	1139_AF	85413
RM2|P|C62642	1139_AF	85413
RM2|P|C45315	1139_AF	85413
RM2|P|C61710	1139_AF	85413
RM2|P|C35355	1139_AF	85413
RM2|P|C15453	1139_AF	85413
RM2|P|C41078	1139_AF	85413
RM2|P|C22254	1139_AF	85413
RM2|P|C2759	1139_AF	85413
RM2|P|C56641	1139_AF	85413
RM2|P|C10729	1139_AF	85413
RM2|P|C3788	1139_AF	85413
RM2|P|C39597	1139_AF	85413
RM2|P|C60565	1139_AF	85413
